id,category_id,slug,name,image,small_description,quantity,description,original_price,selling_price,status,trending,tag,meta_title,meta_keywords,meta_description
501,3,product-501,Product 501,product_501.jpg,Small desc for product 501,36,Long description for product 501,914.41,47.03,0,1,Sale,Meta Title Product 501,"keyword501, product",Meta description for product 501
502,10,product-502,Product 502,product_502.jpg,Small desc for product 502,29,Long description for product 502,741.69,203.94,1,0,New,Meta Title Product 502,"keyword502, product",Meta description for product 502
503,2,product-503,Product 503,product_503.jpg,Small desc for product 503,15,Long description for product 503,794.57,836.54,1,1,Popular,Meta Title Product 503,"keyword503, product",Meta description for product 503
504,7,product-504,Product 504,product_504.jpg,Small desc for product 504,78,Long description for product 504,888.87,610.65,1,1,Sale,Meta Title Product 504,"keyword504, product",Meta description for product 504
505,10,product-505,Product 505,product_505.jpg,Small desc for product 505,72,Long description for product 505,147.64,887.55,0,1,New,Meta Title Product 505,"keyword505, product",Meta description for product 505
506,4,product-506,Product 506,product_506.jpg,Small desc for product 506,6,Long description for product 506,513.75,833.97,1,0,Popular,Meta Title Product 506,"keyword506, product",Meta description for product 506
507,8,product-507,Product 507,product_507.jpg,Small desc for product 507,94,Long description for product 507,64.48,292.12,0,1,New,Meta Title Product 507,"keyword507, product",Meta description for product 507
508,6,product-508,Product 508,product_508.jpg,Small desc for product 508,43,Long description for product 508,150.2,717.47,1,1,Popular,Meta Title Product 508,"keyword508, product",Meta description for product 508
509,7,product-509,Product 509,product_509.jpg,Small desc for product 509,91,Long description for product 509,342.44,562.31,0,0,Popular,Meta Title Product 509,"keyword509, product",Meta description for product 509
510,4,product-510,Product 510,product_510.jpg,Small desc for product 510,14,Long description for product 510,624.09,105.97,1,1,Sale,Meta Title Product 510,"keyword510, product",Meta description for product 510
511,2,product-511,Product 511,product_511.jpg,Small desc for product 511,75,Long description for product 511,545.36,86.84,0,1,Sale,Meta Title Product 511,"keyword511, product",Meta description for product 511
512,9,product-512,Product 512,product_512.jpg,Small desc for product 512,38,Long description for product 512,680.48,646.48,0,0,Sale,Meta Title Product 512,"keyword512, product",Meta description for product 512
513,7,product-513,Product 513,product_513.jpg,Small desc for product 513,92,Long description for product 513,268.91,168.67,0,1,New,Meta Title Product 513,"keyword513, product",Meta description for product 513
514,10,product-514,Product 514,product_514.jpg,Small desc for product 514,67,Long description for product 514,875.86,434.47,1,1,Popular,Meta Title Product 514,"keyword514, product",Meta description for product 514
515,9,product-515,Product 515,product_515.jpg,Small desc for product 515,54,Long description for product 515,492.77,277.16,0,1,New,Meta Title Product 515,"keyword515, product",Meta description for product 515
516,6,product-516,Product 516,product_516.jpg,Small desc for product 516,27,Long description for product 516,660.6,312.01,0,0,Sale,Meta Title Product 516,"keyword516, product",Meta description for product 516
517,1,product-517,Product 517,product_517.jpg,Small desc for product 517,1,Long description for product 517,912.47,105.8,0,1,Sale,Meta Title Product 517,"keyword517, product",Meta description for product 517
518,3,product-518,Product 518,product_518.jpg,Small desc for product 518,60,Long description for product 518,693.59,357.12,1,1,Popular,Meta Title Product 518,"keyword518, product",Meta description for product 518
519,7,product-519,Product 519,product_519.jpg,Small desc for product 519,9,Long description for product 519,219.01,487.81,0,1,Sale,Meta Title Product 519,"keyword519, product",Meta description for product 519
520,10,product-520,Product 520,product_520.jpg,Small desc for product 520,50,Long description for product 520,362.59,108.84,0,1,Popular,Meta Title Product 520,"keyword520, product",Meta description for product 520
521,4,product-521,Product 521,product_521.jpg,Small desc for product 521,83,Long description for product 521,360.47,405.86,0,1,Sale,Meta Title Product 521,"keyword521, product",Meta description for product 521
522,3,product-522,Product 522,product_522.jpg,Small desc for product 522,55,Long description for product 522,692.89,609.6,0,1,Popular,Meta Title Product 522,"keyword522, product",Meta description for product 522
523,7,product-523,Product 523,product_523.jpg,Small desc for product 523,80,Long description for product 523,268.33,46.95,0,1,New,Meta Title Product 523,"keyword523, product",Meta description for product 523
524,10,product-524,Product 524,product_524.jpg,Small desc for product 524,98,Long description for product 524,416.44,132.55,0,1,New,Meta Title Product 524,"keyword524, product",Meta description for product 524
525,8,product-525,Product 525,product_525.jpg,Small desc for product 525,63,Long description for product 525,363.72,544.47,1,1,Sale,Meta Title Product 525,"keyword525, product",Meta description for product 525
526,8,product-526,Product 526,product_526.jpg,Small desc for product 526,19,Long description for product 526,38.47,478.95,1,0,Popular,Meta Title Product 526,"keyword526, product",Meta description for product 526
527,9,product-527,Product 527,product_527.jpg,Small desc for product 527,61,Long description for product 527,230.86,561.3,1,0,New,Meta Title Product 527,"keyword527, product",Meta description for product 527
528,10,product-528,Product 528,product_528.jpg,Small desc for product 528,93,Long description for product 528,294.09,183.2,1,1,Sale,Meta Title Product 528,"keyword528, product",Meta description for product 528
529,10,product-529,Product 529,product_529.jpg,Small desc for product 529,97,Long description for product 529,763.48,607.27,0,1,Sale,Meta Title Product 529,"keyword529, product",Meta description for product 529
530,9,product-530,Product 530,product_530.jpg,Small desc for product 530,91,Long description for product 530,553.72,219.19,1,0,New,Meta Title Product 530,"keyword530, product",Meta description for product 530
531,4,product-531,Product 531,product_531.jpg,Small desc for product 531,9,Long description for product 531,780.31,875.54,1,0,Sale,Meta Title Product 531,"keyword531, product",Meta description for product 531
532,9,product-532,Product 532,product_532.jpg,Small desc for product 532,36,Long description for product 532,28.68,132.28,1,1,Sale,Meta Title Product 532,"keyword532, product",Meta description for product 532
533,3,product-533,Product 533,product_533.jpg,Small desc for product 533,32,Long description for product 533,375.41,264.34,1,1,Sale,Meta Title Product 533,"keyword533, product",Meta description for product 533
534,3,product-534,Product 534,product_534.jpg,Small desc for product 534,82,Long description for product 534,81.3,433.55,0,0,New,Meta Title Product 534,"keyword534, product",Meta description for product 534
535,4,product-535,Product 535,product_535.jpg,Small desc for product 535,39,Long description for product 535,380.28,163.86,0,1,Sale,Meta Title Product 535,"keyword535, product",Meta description for product 535
536,3,product-536,Product 536,product_536.jpg,Small desc for product 536,65,Long description for product 536,837.97,18.43,0,1,New,Meta Title Product 536,"keyword536, product",Meta description for product 536
537,9,product-537,Product 537,product_537.jpg,Small desc for product 537,75,Long description for product 537,700.5,488.34,1,0,Sale,Meta Title Product 537,"keyword537, product",Meta description for product 537
538,5,product-538,Product 538,product_538.jpg,Small desc for product 538,7,Long description for product 538,525.49,718.84,0,0,Sale,Meta Title Product 538,"keyword538, product",Meta description for product 538
539,6,product-539,Product 539,product_539.jpg,Small desc for product 539,62,Long description for product 539,47.23,731.11,1,1,Popular,Meta Title Product 539,"keyword539, product",Meta description for product 539
540,10,product-540,Product 540,product_540.jpg,Small desc for product 540,44,Long description for product 540,668.2,194.24,0,0,Sale,Meta Title Product 540,"keyword540, product",Meta description for product 540
541,2,product-541,Product 541,product_541.jpg,Small desc for product 541,19,Long description for product 541,16.62,449.09,1,0,Sale,Meta Title Product 541,"keyword541, product",Meta description for product 541
542,1,product-542,Product 542,product_542.jpg,Small desc for product 542,88,Long description for product 542,473.46,638.13,0,0,New,Meta Title Product 542,"keyword542, product",Meta description for product 542
543,8,product-543,Product 543,product_543.jpg,Small desc for product 543,83,Long description for product 543,976.58,462.63,0,1,Sale,Meta Title Product 543,"keyword543, product",Meta description for product 543
544,4,product-544,Product 544,product_544.jpg,Small desc for product 544,40,Long description for product 544,931.48,802.15,0,0,Sale,Meta Title Product 544,"keyword544, product",Meta description for product 544
545,10,product-545,Product 545,product_545.jpg,Small desc for product 545,98,Long description for product 545,160.27,727.04,1,0,Popular,Meta Title Product 545,"keyword545, product",Meta description for product 545
546,4,product-546,Product 546,product_546.jpg,Small desc for product 546,4,Long description for product 546,380.71,734.27,0,1,New,Meta Title Product 546,"keyword546, product",Meta description for product 546
547,2,product-547,Product 547,product_547.jpg,Small desc for product 547,32,Long description for product 547,912.7,438.83,0,0,Popular,Meta Title Product 547,"keyword547, product",Meta description for product 547
548,7,product-548,Product 548,product_548.jpg,Small desc for product 548,25,Long description for product 548,105.26,326.15,1,1,New,Meta Title Product 548,"keyword548, product",Meta description for product 548
549,4,product-549,Product 549,product_549.jpg,Small desc for product 549,53,Long description for product 549,149.46,714.3,1,0,Popular,Meta Title Product 549,"keyword549, product",Meta description for product 549
550,5,product-550,Product 550,product_550.jpg,Small desc for product 550,50,Long description for product 550,556.36,81.72,1,0,New,Meta Title Product 550,"keyword550, product",Meta description for product 550
551,6,product-551,Product 551,product_551.jpg,Small desc for product 551,64,Long description for product 551,488.93,871.25,0,1,Sale,Meta Title Product 551,"keyword551, product",Meta description for product 551
552,7,product-552,Product 552,product_552.jpg,Small desc for product 552,94,Long description for product 552,844.25,553.95,1,0,Sale,Meta Title Product 552,"keyword552, product",Meta description for product 552
553,6,product-553,Product 553,product_553.jpg,Small desc for product 553,85,Long description for product 553,602.34,161.61,0,1,New,Meta Title Product 553,"keyword553, product",Meta description for product 553
554,2,product-554,Product 554,product_554.jpg,Small desc for product 554,52,Long description for product 554,432.35,15.31,0,0,Popular,Meta Title Product 554,"keyword554, product",Meta description for product 554
555,3,product-555,Product 555,product_555.jpg,Small desc for product 555,30,Long description for product 555,62.47,631.01,0,1,Sale,Meta Title Product 555,"keyword555, product",Meta description for product 555
556,3,product-556,Product 556,product_556.jpg,Small desc for product 556,34,Long description for product 556,567.36,555.02,1,0,Popular,Meta Title Product 556,"keyword556, product",Meta description for product 556
557,9,product-557,Product 557,product_557.jpg,Small desc for product 557,26,Long description for product 557,68.46,199.88,0,1,Sale,Meta Title Product 557,"keyword557, product",Meta description for product 557
558,6,product-558,Product 558,product_558.jpg,Small desc for product 558,65,Long description for product 558,848.62,108.22,1,0,New,Meta Title Product 558,"keyword558, product",Meta description for product 558
559,4,product-559,Product 559,product_559.jpg,Small desc for product 559,1,Long description for product 559,52.36,240.45,1,1,Sale,Meta Title Product 559,"keyword559, product",Meta description for product 559
560,7,product-560,Product 560,product_560.jpg,Small desc for product 560,37,Long description for product 560,507.41,859.75,0,1,Popular,Meta Title Product 560,"keyword560, product",Meta description for product 560
561,4,product-561,Product 561,product_561.jpg,Small desc for product 561,79,Long description for product 561,991.12,443.57,1,1,Sale,Meta Title Product 561,"keyword561, product",Meta description for product 561
562,9,product-562,Product 562,product_562.jpg,Small desc for product 562,28,Long description for product 562,373.88,811.32,0,1,New,Meta Title Product 562,"keyword562, product",Meta description for product 562
563,8,product-563,Product 563,product_563.jpg,Small desc for product 563,41,Long description for product 563,864.23,271.23,1,1,Sale,Meta Title Product 563,"keyword563, product",Meta description for product 563
564,4,product-564,Product 564,product_564.jpg,Small desc for product 564,55,Long description for product 564,309.3,209.86,1,0,Sale,Meta Title Product 564,"keyword564, product",Meta description for product 564
565,9,product-565,Product 565,product_565.jpg,Small desc for product 565,12,Long description for product 565,722.51,498.6,1,0,New,Meta Title Product 565,"keyword565, product",Meta description for product 565
566,6,product-566,Product 566,product_566.jpg,Small desc for product 566,32,Long description for product 566,264.59,49.73,0,0,Popular,Meta Title Product 566,"keyword566, product",Meta description for product 566
567,2,product-567,Product 567,product_567.jpg,Small desc for product 567,77,Long description for product 567,314.45,300.58,1,1,Sale,Meta Title Product 567,"keyword567, product",Meta description for product 567
568,4,product-568,Product 568,product_568.jpg,Small desc for product 568,7,Long description for product 568,775.28,86.44,1,1,Popular,Meta Title Product 568,"keyword568, product",Meta description for product 568
569,4,product-569,Product 569,product_569.jpg,Small desc for product 569,77,Long description for product 569,211.93,803.74,1,1,New,Meta Title Product 569,"keyword569, product",Meta description for product 569
570,5,product-570,Product 570,product_570.jpg,Small desc for product 570,28,Long description for product 570,362.16,514.44,0,1,Popular,Meta Title Product 570,"keyword570, product",Meta description for product 570
571,8,product-571,Product 571,product_571.jpg,Small desc for product 571,69,Long description for product 571,185.49,242.39,1,0,Popular,Meta Title Product 571,"keyword571, product",Meta description for product 571
572,7,product-572,Product 572,product_572.jpg,Small desc for product 572,14,Long description for product 572,507.1,587.77,0,0,Popular,Meta Title Product 572,"keyword572, product",Meta description for product 572
573,10,product-573,Product 573,product_573.jpg,Small desc for product 573,85,Long description for product 573,382.61,33.86,0,0,New,Meta Title Product 573,"keyword573, product",Meta description for product 573
574,5,product-574,Product 574,product_574.jpg,Small desc for product 574,20,Long description for product 574,221.67,41.12,0,0,Popular,Meta Title Product 574,"keyword574, product",Meta description for product 574
575,6,product-575,Product 575,product_575.jpg,Small desc for product 575,73,Long description for product 575,169.02,154.56,0,1,Sale,Meta Title Product 575,"keyword575, product",Meta description for product 575
576,4,product-576,Product 576,product_576.jpg,Small desc for product 576,28,Long description for product 576,866.91,627.62,1,0,Popular,Meta Title Product 576,"keyword576, product",Meta description for product 576
577,4,product-577,Product 577,product_577.jpg,Small desc for product 577,53,Long description for product 577,919.91,356.72,1,0,Popular,Meta Title Product 577,"keyword577, product",Meta description for product 577
578,9,product-578,Product 578,product_578.jpg,Small desc for product 578,65,Long description for product 578,490.38,680.37,0,1,New,Meta Title Product 578,"keyword578, product",Meta description for product 578
579,8,product-579,Product 579,product_579.jpg,Small desc for product 579,94,Long description for product 579,270.73,810.81,0,0,Sale,Meta Title Product 579,"keyword579, product",Meta description for product 579
580,10,product-580,Product 580,product_580.jpg,Small desc for product 580,89,Long description for product 580,70.91,789.02,0,0,New,Meta Title Product 580,"keyword580, product",Meta description for product 580
581,5,product-581,Product 581,product_581.jpg,Small desc for product 581,68,Long description for product 581,657.59,687.36,0,1,Sale,Meta Title Product 581,"keyword581, product",Meta description for product 581
582,5,product-582,Product 582,product_582.jpg,Small desc for product 582,91,Long description for product 582,702.98,49.53,1,0,New,Meta Title Product 582,"keyword582, product",Meta description for product 582
583,8,product-583,Product 583,product_583.jpg,Small desc for product 583,98,Long description for product 583,774.61,598.56,1,0,Popular,Meta Title Product 583,"keyword583, product",Meta description for product 583
584,5,product-584,Product 584,product_584.jpg,Small desc for product 584,16,Long description for product 584,179.2,139.59,0,0,New,Meta Title Product 584,"keyword584, product",Meta description for product 584
585,10,product-585,Product 585,product_585.jpg,Small desc for product 585,53,Long description for product 585,679.33,415.18,1,1,Popular,Meta Title Product 585,"keyword585, product",Meta description for product 585
586,4,product-586,Product 586,product_586.jpg,Small desc for product 586,9,Long description for product 586,16.64,482.27,0,0,Popular,Meta Title Product 586,"keyword586, product",Meta description for product 586
587,3,product-587,Product 587,product_587.jpg,Small desc for product 587,70,Long description for product 587,781.65,95.34,1,1,Popular,Meta Title Product 587,"keyword587, product",Meta description for product 587
588,7,product-588,Product 588,product_588.jpg,Small desc for product 588,28,Long description for product 588,994.42,568.47,1,1,New,Meta Title Product 588,"keyword588, product",Meta description for product 588
589,2,product-589,Product 589,product_589.jpg,Small desc for product 589,22,Long description for product 589,433.45,25.37,0,0,New,Meta Title Product 589,"keyword589, product",Meta description for product 589
590,10,product-590,Product 590,product_590.jpg,Small desc for product 590,17,Long description for product 590,36.54,333.54,1,0,Sale,Meta Title Product 590,"keyword590, product",Meta description for product 590
591,9,product-591,Product 591,product_591.jpg,Small desc for product 591,57,Long description for product 591,11.9,343.71,0,0,Popular,Meta Title Product 591,"keyword591, product",Meta description for product 591
592,9,product-592,Product 592,product_592.jpg,Small desc for product 592,57,Long description for product 592,946.22,602.39,1,0,Sale,Meta Title Product 592,"keyword592, product",Meta description for product 592
593,1,product-593,Product 593,product_593.jpg,Small desc for product 593,54,Long description for product 593,931.63,847.24,0,0,Sale,Meta Title Product 593,"keyword593, product",Meta description for product 593
594,10,product-594,Product 594,product_594.jpg,Small desc for product 594,32,Long description for product 594,39.73,166.53,0,1,Popular,Meta Title Product 594,"keyword594, product",Meta description for product 594
595,10,product-595,Product 595,product_595.jpg,Small desc for product 595,76,Long description for product 595,233.95,121.41,1,1,Popular,Meta Title Product 595,"keyword595, product",Meta description for product 595
596,3,product-596,Product 596,product_596.jpg,Small desc for product 596,3,Long description for product 596,427.71,79.84,0,1,Sale,Meta Title Product 596,"keyword596, product",Meta description for product 596
597,3,product-597,Product 597,product_597.jpg,Small desc for product 597,73,Long description for product 597,399.34,817.07,0,1,New,Meta Title Product 597,"keyword597, product",Meta description for product 597
598,1,product-598,Product 598,product_598.jpg,Small desc for product 598,25,Long description for product 598,938.91,60.79,1,0,New,Meta Title Product 598,"keyword598, product",Meta description for product 598
599,5,product-599,Product 599,product_599.jpg,Small desc for product 599,35,Long description for product 599,408.27,377.51,0,0,Popular,Meta Title Product 599,"keyword599, product",Meta description for product 599
600,5,product-600,Product 600,product_600.jpg,Small desc for product 600,32,Long description for product 600,361.23,665.41,0,1,Popular,Meta Title Product 600,"keyword600, product",Meta description for product 600
601,6,product-601,Product 601,product_601.jpg,Small desc for product 601,38,Long description for product 601,586.65,706.21,1,0,Popular,Meta Title Product 601,"keyword601, product",Meta description for product 601
602,8,product-602,Product 602,product_602.jpg,Small desc for product 602,45,Long description for product 602,942.29,188.3,1,1,Popular,Meta Title Product 602,"keyword602, product",Meta description for product 602
603,7,product-603,Product 603,product_603.jpg,Small desc for product 603,58,Long description for product 603,955.94,802.46,1,0,New,Meta Title Product 603,"keyword603, product",Meta description for product 603
604,6,product-604,Product 604,product_604.jpg,Small desc for product 604,90,Long description for product 604,511.14,473.43,0,0,Sale,Meta Title Product 604,"keyword604, product",Meta description for product 604
605,9,product-605,Product 605,product_605.jpg,Small desc for product 605,20,Long description for product 605,27.88,256.36,0,0,Sale,Meta Title Product 605,"keyword605, product",Meta description for product 605
606,1,product-606,Product 606,product_606.jpg,Small desc for product 606,13,Long description for product 606,306.29,795.16,0,1,Sale,Meta Title Product 606,"keyword606, product",Meta description for product 606
607,3,product-607,Product 607,product_607.jpg,Small desc for product 607,43,Long description for product 607,88.52,825.15,1,0,Popular,Meta Title Product 607,"keyword607, product",Meta description for product 607
608,8,product-608,Product 608,product_608.jpg,Small desc for product 608,55,Long description for product 608,869.76,94.22,0,0,Sale,Meta Title Product 608,"keyword608, product",Meta description for product 608
609,4,product-609,Product 609,product_609.jpg,Small desc for product 609,21,Long description for product 609,11.4,749.57,1,1,Popular,Meta Title Product 609,"keyword609, product",Meta description for product 609
610,10,product-610,Product 610,product_610.jpg,Small desc for product 610,58,Long description for product 610,887.44,549.11,0,0,Popular,Meta Title Product 610,"keyword610, product",Meta description for product 610
611,5,product-611,Product 611,product_611.jpg,Small desc for product 611,3,Long description for product 611,440.88,828.77,0,1,New,Meta Title Product 611,"keyword611, product",Meta description for product 611
612,3,product-612,Product 612,product_612.jpg,Small desc for product 612,58,Long description for product 612,568.06,710.37,1,1,New,Meta Title Product 612,"keyword612, product",Meta description for product 612
613,4,product-613,Product 613,product_613.jpg,Small desc for product 613,6,Long description for product 613,565.77,816.73,1,1,Sale,Meta Title Product 613,"keyword613, product",Meta description for product 613
614,6,product-614,Product 614,product_614.jpg,Small desc for product 614,54,Long description for product 614,615.8,696.08,0,1,Sale,Meta Title Product 614,"keyword614, product",Meta description for product 614
615,3,product-615,Product 615,product_615.jpg,Small desc for product 615,60,Long description for product 615,711.36,688.74,0,0,Sale,Meta Title Product 615,"keyword615, product",Meta description for product 615
616,5,product-616,Product 616,product_616.jpg,Small desc for product 616,86,Long description for product 616,834.61,177.25,0,1,New,Meta Title Product 616,"keyword616, product",Meta description for product 616
617,9,product-617,Product 617,product_617.jpg,Small desc for product 617,49,Long description for product 617,514.06,194.37,1,0,Popular,Meta Title Product 617,"keyword617, product",Meta description for product 617
618,2,product-618,Product 618,product_618.jpg,Small desc for product 618,85,Long description for product 618,990.39,423.87,0,0,Popular,Meta Title Product 618,"keyword618, product",Meta description for product 618
619,7,product-619,Product 619,product_619.jpg,Small desc for product 619,15,Long description for product 619,568.38,758.96,1,0,Sale,Meta Title Product 619,"keyword619, product",Meta description for product 619
620,7,product-620,Product 620,product_620.jpg,Small desc for product 620,20,Long description for product 620,909.06,274.27,1,0,New,Meta Title Product 620,"keyword620, product",Meta description for product 620
621,4,product-621,Product 621,product_621.jpg,Small desc for product 621,39,Long description for product 621,355.7,838.18,1,1,Popular,Meta Title Product 621,"keyword621, product",Meta description for product 621
622,4,product-622,Product 622,product_622.jpg,Small desc for product 622,47,Long description for product 622,866.68,189.24,0,0,New,Meta Title Product 622,"keyword622, product",Meta description for product 622
623,9,product-623,Product 623,product_623.jpg,Small desc for product 623,10,Long description for product 623,687.51,114.7,0,1,Popular,Meta Title Product 623,"keyword623, product",Meta description for product 623
624,1,product-624,Product 624,product_624.jpg,Small desc for product 624,72,Long description for product 624,765.43,260.98,1,0,New,Meta Title Product 624,"keyword624, product",Meta description for product 624
625,3,product-625,Product 625,product_625.jpg,Small desc for product 625,36,Long description for product 625,108.95,130.73,1,1,Sale,Meta Title Product 625,"keyword625, product",Meta description for product 625
626,1,product-626,Product 626,product_626.jpg,Small desc for product 626,46,Long description for product 626,133.28,736.02,0,1,New,Meta Title Product 626,"keyword626, product",Meta description for product 626
627,4,product-627,Product 627,product_627.jpg,Small desc for product 627,27,Long description for product 627,97.2,806.92,0,0,New,Meta Title Product 627,"keyword627, product",Meta description for product 627
628,5,product-628,Product 628,product_628.jpg,Small desc for product 628,48,Long description for product 628,567.94,18.42,1,0,Popular,Meta Title Product 628,"keyword628, product",Meta description for product 628
629,6,product-629,Product 629,product_629.jpg,Small desc for product 629,1,Long description for product 629,110.5,103.26,1,0,Popular,Meta Title Product 629,"keyword629, product",Meta description for product 629
630,7,product-630,Product 630,product_630.jpg,Small desc for product 630,66,Long description for product 630,900.31,785.39,1,0,Popular,Meta Title Product 630,"keyword630, product",Meta description for product 630
631,3,product-631,Product 631,product_631.jpg,Small desc for product 631,71,Long description for product 631,488.61,682.49,0,1,Sale,Meta Title Product 631,"keyword631, product",Meta description for product 631
632,5,product-632,Product 632,product_632.jpg,Small desc for product 632,62,Long description for product 632,999.49,680.71,1,1,Sale,Meta Title Product 632,"keyword632, product",Meta description for product 632
633,8,product-633,Product 633,product_633.jpg,Small desc for product 633,92,Long description for product 633,315.26,672.25,1,1,Popular,Meta Title Product 633,"keyword633, product",Meta description for product 633
634,8,product-634,Product 634,product_634.jpg,Small desc for product 634,86,Long description for product 634,780.65,895.11,1,1,Popular,Meta Title Product 634,"keyword634, product",Meta description for product 634
635,4,product-635,Product 635,product_635.jpg,Small desc for product 635,4,Long description for product 635,930.43,451.44,0,1,New,Meta Title Product 635,"keyword635, product",Meta description for product 635
636,9,product-636,Product 636,product_636.jpg,Small desc for product 636,42,Long description for product 636,607.39,334.64,1,0,New,Meta Title Product 636,"keyword636, product",Meta description for product 636
637,4,product-637,Product 637,product_637.jpg,Small desc for product 637,23,Long description for product 637,39.06,462.83,1,0,Sale,Meta Title Product 637,"keyword637, product",Meta description for product 637
638,1,product-638,Product 638,product_638.jpg,Small desc for product 638,75,Long description for product 638,523.87,400.82,0,1,Sale,Meta Title Product 638,"keyword638, product",Meta description for product 638
639,7,product-639,Product 639,product_639.jpg,Small desc for product 639,18,Long description for product 639,623.27,890.91,1,1,Sale,Meta Title Product 639,"keyword639, product",Meta description for product 639
640,7,product-640,Product 640,product_640.jpg,Small desc for product 640,90,Long description for product 640,751.84,777.05,1,0,Sale,Meta Title Product 640,"keyword640, product",Meta description for product 640
641,8,product-641,Product 641,product_641.jpg,Small desc for product 641,75,Long description for product 641,161.69,566.55,1,1,Popular,Meta Title Product 641,"keyword641, product",Meta description for product 641
642,6,product-642,Product 642,product_642.jpg,Small desc for product 642,35,Long description for product 642,143.66,779.64,0,0,New,Meta Title Product 642,"keyword642, product",Meta description for product 642
643,1,product-643,Product 643,product_643.jpg,Small desc for product 643,36,Long description for product 643,482.36,6.37,1,1,New,Meta Title Product 643,"keyword643, product",Meta description for product 643
644,10,product-644,Product 644,product_644.jpg,Small desc for product 644,71,Long description for product 644,488.82,858.78,1,0,New,Meta Title Product 644,"keyword644, product",Meta description for product 644
645,3,product-645,Product 645,product_645.jpg,Small desc for product 645,96,Long description for product 645,421.2,55.83,1,0,Sale,Meta Title Product 645,"keyword645, product",Meta description for product 645
646,4,product-646,Product 646,product_646.jpg,Small desc for product 646,36,Long description for product 646,372.78,114.82,0,0,Sale,Meta Title Product 646,"keyword646, product",Meta description for product 646
647,7,product-647,Product 647,product_647.jpg,Small desc for product 647,13,Long description for product 647,224.96,32.67,1,1,Popular,Meta Title Product 647,"keyword647, product",Meta description for product 647
648,5,product-648,Product 648,product_648.jpg,Small desc for product 648,25,Long description for product 648,147.38,145.71,0,1,Sale,Meta Title Product 648,"keyword648, product",Meta description for product 648
649,7,product-649,Product 649,product_649.jpg,Small desc for product 649,95,Long description for product 649,915.09,341.39,0,1,Sale,Meta Title Product 649,"keyword649, product",Meta description for product 649
650,8,product-650,Product 650,product_650.jpg,Small desc for product 650,77,Long description for product 650,161.51,246.85,1,1,Sale,Meta Title Product 650,"keyword650, product",Meta description for product 650
651,6,product-651,Product 651,product_651.jpg,Small desc for product 651,45,Long description for product 651,752.83,824.62,1,1,Popular,Meta Title Product 651,"keyword651, product",Meta description for product 651
652,1,product-652,Product 652,product_652.jpg,Small desc for product 652,43,Long description for product 652,555.13,525.86,0,1,Popular,Meta Title Product 652,"keyword652, product",Meta description for product 652
653,9,product-653,Product 653,product_653.jpg,Small desc for product 653,29,Long description for product 653,144.01,867.8,0,0,New,Meta Title Product 653,"keyword653, product",Meta description for product 653
654,7,product-654,Product 654,product_654.jpg,Small desc for product 654,50,Long description for product 654,829.68,25.12,0,0,Sale,Meta Title Product 654,"keyword654, product",Meta description for product 654
655,4,product-655,Product 655,product_655.jpg,Small desc for product 655,98,Long description for product 655,204.11,649.6,0,1,Popular,Meta Title Product 655,"keyword655, product",Meta description for product 655
656,7,product-656,Product 656,product_656.jpg,Small desc for product 656,53,Long description for product 656,852.36,516.16,1,0,Sale,Meta Title Product 656,"keyword656, product",Meta description for product 656
657,1,product-657,Product 657,product_657.jpg,Small desc for product 657,82,Long description for product 657,672.34,74.2,1,0,Popular,Meta Title Product 657,"keyword657, product",Meta description for product 657
658,6,product-658,Product 658,product_658.jpg,Small desc for product 658,66,Long description for product 658,438.44,813.71,1,1,Popular,Meta Title Product 658,"keyword658, product",Meta description for product 658
659,10,product-659,Product 659,product_659.jpg,Small desc for product 659,61,Long description for product 659,28.25,870.47,0,1,Popular,Meta Title Product 659,"keyword659, product",Meta description for product 659
660,3,product-660,Product 660,product_660.jpg,Small desc for product 660,69,Long description for product 660,802.67,183.41,1,0,Popular,Meta Title Product 660,"keyword660, product",Meta description for product 660
661,6,product-661,Product 661,product_661.jpg,Small desc for product 661,32,Long description for product 661,665.2,772.93,1,1,Sale,Meta Title Product 661,"keyword661, product",Meta description for product 661
662,9,product-662,Product 662,product_662.jpg,Small desc for product 662,10,Long description for product 662,544.12,828.98,0,1,New,Meta Title Product 662,"keyword662, product",Meta description for product 662
663,2,product-663,Product 663,product_663.jpg,Small desc for product 663,13,Long description for product 663,514.23,92.24,0,1,New,Meta Title Product 663,"keyword663, product",Meta description for product 663
664,10,product-664,Product 664,product_664.jpg,Small desc for product 664,44,Long description for product 664,33.25,447.34,0,1,Popular,Meta Title Product 664,"keyword664, product",Meta description for product 664
665,2,product-665,Product 665,product_665.jpg,Small desc for product 665,31,Long description for product 665,59.33,375.92,1,1,New,Meta Title Product 665,"keyword665, product",Meta description for product 665
666,10,product-666,Product 666,product_666.jpg,Small desc for product 666,77,Long description for product 666,398.52,564.41,1,0,New,Meta Title Product 666,"keyword666, product",Meta description for product 666
667,9,product-667,Product 667,product_667.jpg,Small desc for product 667,77,Long description for product 667,156.86,691.89,1,0,Sale,Meta Title Product 667,"keyword667, product",Meta description for product 667
668,10,product-668,Product 668,product_668.jpg,Small desc for product 668,50,Long description for product 668,969.91,535.16,1,1,Popular,Meta Title Product 668,"keyword668, product",Meta description for product 668
669,3,product-669,Product 669,product_669.jpg,Small desc for product 669,72,Long description for product 669,475.05,427.61,1,0,New,Meta Title Product 669,"keyword669, product",Meta description for product 669
